id,price,moonRank,💎 score (%),storeURL
446,0.2,284,95.29,https://magiceden.io/item-details/D3D1ayUc43s27U1y9SaqqPjASRFQ4WaZyfhF3BdbECK5
490,0.35,3043,60.69,https://magiceden.io/item-details/95xspaPEd2EGWbQamZfFDyuQrsVvA6YZBVnqRcpg9hot
493,0.3,1276,82.39,https://magiceden.io/item-details/ADjfSz19sowZfe6g6XFTrtHdkm6rqDMKbgkDikCT48WJ
528,0.6,930,83.54,https://magiceden.io/item-details/Fpeah281FH5hAMDSAHCoLGKC5aTfhY1BxrjcdXPYEedH
579,0.48,880,85.34,https://magiceden.io/item-details/HJxBhL5ed76JX5zGQsM7cPZYE2zFHwDcTdjNaQ4uNsGi
622,0.09,1413,82.85,https://magiceden.io/item-details/8PjHSmuy8CgkbUaCuHipZefjBT4MQEQk1XSszobho2Cr
639,0.189,3060,62.1,https://magiceden.io/item-details/FQx2fXTg5FQHuAGDZfHmLuPD4RAooZVBS2XDENE6NCxi
656,0.41,1405,79.74,https://magiceden.io/item-details/4CwQyjMwVYKvgAAhfueyyviJirU7MFpQVyDeRjaU4nuf
661,0.07,2763,66.85,https://magiceden.io/item-details/4Rh3hHMjYoAEysTnqLCWNr3vM9wEifgnSTHxwEmo2Nnu
690,0.4,1672,76.64,https://magiceden.io/item-details/86ma8CJhYDrSkuMAq9mdghf65Qzo7aQnvxghNmthR2w8
698,0.5,501,89.69,https://magiceden.io/item-details/AZec6DmF2vaEFLDh9Hj64oJfqsGoLsKGxNZ5i3j2i2z1
707,0.15,1990,75.32,https://magiceden.io/item-details/9TWAXF2yx7mGYMrkitQtuAKnU58F6jTUiFjBzG8cMWfE
713,0.49,1080,82.84,https://magiceden.io/item-details/DJrgzC3nh1zWwzEGVvsSvufkHPHLsVLxZiuE2yUUJ96u
726,0.42,1034,84.09,https://magiceden.io/item-details/FV8zZi7AVGwJ7s5nxUSv1VvAsmoXre8DDdfDTMgecdkM
736,0.44,3173,58.23,https://magiceden.io/item-details/5P5JX6bA3aXkRJYX3mfbBYLBMh2b2eyAZ5tXLgvyMe7y
739,0.5,855,85.44,https://magiceden.io/item-details/HRySApRndJ3sHnhpygCE8TzvgVESiwGxHmeCFuqhobME
748,0.65,641,86.51,https://magiceden.io/item-details/8sF2bsydT61tXEN7YnvYZc6r3NTdaoZ9Ks5p4jDv3q25
760,0.5,2047,71.14,https://magiceden.io/item-details/GLMnqRAiofiAmvWJjBeKbRFyew8tCQ6H45yJ1jDATTQr
762,0.6,2478,64.97,https://magiceden.io/item-details/Hko1FfwME3R2qodTJ6Qju1MPaEuR4KhXXxHnBQKczwt1
769,0.33,1947,74.04,https://magiceden.io/item-details/DRTC9y9VuoL8UJddMopzG6n1mdh8xMSsCFE4wFbYHfcA
773,0.45,3012,60.06,https://magiceden.io/item-details/AccW9PAij2JKrtKgjX8yPJJov9tsWjLuGsMSwW9N2UP6
777,0.5,643,87.99,https://magiceden.io/item-details/GCWxEzFiCYnPqjzNwTEyKsr5cJcdL4rxigeqjS7ZvH21
836,0.45,383,91.6,https://magiceden.io/item-details/C2tv8L2hNicm1CUnk8VVgD4fRXnhZGgbsGFXTPg3U26g
839,0.1,1265,84.52,https://magiceden.io/item-details/5HWv54GyHTrpbBGd1iFzdLhYLuVEwkSDrwxkLmkaJFTE
860,0.61,1675,74.5,https://magiceden.io/item-details/D2rspXt98GCXfx1shhhBfvMPXbTDPxiwh8J9mozmuktB
870,0.15,2313,71.45,https://magiceden.io/item-details/FTgA3ambNWwF1LCWgUMQnfm2AKdpq7SeFe7xTbDV4qdB
915,0.2425,3283,58.89,https://magiceden.io/item-details/DVyrfSJWpsBxEZgYAYo2pmKwRCYZbYTLgbeHbmFjiPrB
924,0.6,1770,73.46,https://magiceden.io/item-details/FKsLQ8544hMKnWxtsKt3sT5hmoKsCgaXjo4ApGgYNZmd
953,0.25,2490,68.33,https://magiceden.io/item-details/E6Ym3GwFFPfCQLYmTKMNKFRCgrob8nePQyUuALpqRoYR
956,0.45,234,93.39,https://magiceden.io/item-details/HzBnW7u4wenbcDVhdEcY2sXGbvxw7A5BThRqWqdmiDEJ
974,0.28,719,89.27,https://magiceden.io/item-details/GEUXMzPTBNXXnwGJHWLbo2sGHT67n9oeFXWNFmWipwGM
992,0.49,2893,61.09,https://magiceden.io/item-details/HfwRsY1bcYH1s4ET8kPUWLj575WKyXqPMRMhS6qPsuGx
1015,0.177,1431,81.76,https://magiceden.io/item-details/BDW4Q66v5ZYUyPYYqYu6AhrSUwLpYEYnBDBkFdPSZTVy
1041,0.5,1219,81.07,https://magiceden.io/item-details/3cLV2tGwW77wArxiQQX5XYrZhL6Q8PUtECkXF6DjKQxk
1045,0.45,1688,75.95,https://magiceden.io/item-details/8qCgHVVGJM7JjsyDYWsrninLqjj3kv6jFfgc8FXCSRhX
1055,0.4,2484,66.9,https://magiceden.io/item-details/2UvcTS5jCxpcLxK14tqDqqHXouFgv8tVUQoEEdRJwATb
1058,0.15,2267,72,https://magiceden.io/item-details/5NT1sPtZZWp8ZZeCXD5eSqnmGuBTU65CzH2wkpK2aSNZ
1064,0.55,3243,56.29,https://magiceden.io/item-details/D2fjYZrgi4cwcoHVdfGyrVTgkGTDJ15H5Lu91xixowzf
1065,0.19,2622,67.34,https://magiceden.io/item-details/6VhC4Ghc7ziyckfQLPLTgfduzo3FDuHBG8MUmEbh4stj
1069,0.49,1670,75.76,https://magiceden.io/item-details/J7gQbETYAk2p7Gk4offFCkXHjnSzP829rqASUgumtxbM
1074,0.4,548,90.13,https://magiceden.io/item-details/FU8XpFKwu72chabBKhdzoFHmwTMrMN1vmJGJfm2zq9F2
1087,0.079,2311,72.18,https://magiceden.io/item-details/J9ZWxgZEK4ea3J49s4LN3BR7BGMeLLTsPkMyJDLbBBup
1092,0.5,835,85.68,https://magiceden.io/item-details/8AnmB65bQFzZRviL5VfjELTnX5xnu6JqYfwRmU5ietNg
1093,0.07,2996,64.06,https://magiceden.io/item-details/86y9auY88JdTnTbwtv5tQ18RBLVqtyah6U7YnQGBGp9u
1109,0.6,2659,62.8,https://magiceden.io/item-details/GG657hKRfQxvjgeJatd2jjSviiZmYUcFZ93dsFtA9Zr3
1114,0.65,509,88.09,https://magiceden.io/item-details/BNAQmUBVfGQc5Q64dYrvtjKEEoXf4uohiZXsqcRysTrA
1116,0.15,2670,67.17,https://magiceden.io/item-details/EUUpEetgHKRjWtUunBtRJkegQcGT7yLbyhLzMGEjcMCh
1128,0.44,1006,84.23,https://magiceden.io/item-details/47QfBGQWHL3N7wmFJVTNBoDUTLX9RcjtxywpBidFmQ4L
1157,0.246,2704,65.8,https://magiceden.io/item-details/9pXwrHmetSNeHCSBxPJSQSnwvdVEenEsFj89kwRbwzQU
1163,0.175,1712,78.41,https://magiceden.io/item-details/8NNxYtssZKuLG7z2pLJHiNXiUKpzKXka5uZmfE4wWCew
1174,0.25,814,88.43,https://magiceden.io/item-details/3LX114BGHR5g9ZmNt7wmrnd9pCMs68fAdRYQkbsz7NRa
1181,0.29,1410,80.88,https://magiceden.io/item-details/Hxccry33U5rAEQfe8bbwWmeA8iG2eddnWD5Dagw29T7c
1188,0.18,3117,61.5,https://magiceden.io/item-details/3nmqjx5n3cAJeedqf2WJuWBVjg8RGcjAbgwWjPiNByU8
1191,0.13,713,90.85,https://magiceden.io/item-details/Bo6k2n2MLQD5YFP14UUXaFng1cSzaG4fFUHYLuguXsht
1192,0.55,1473,77.53,https://magiceden.io/item-details/4Kms687mfPLF97e8MuDCZBKnNE3Z4X4dRGJcoS3vgtFd
1199,0.1,2885,65.09,https://magiceden.io/item-details/5NPWn2NQfHkHrR3HFEd3YR5vqkyraDVn6BjvUavejm37
1201,0.44,2838,62.25,https://magiceden.io/item-details/EUPGNezUSJ8Q1eqgwhngLU1unqJiZKvJTo4kp8LY7S6b
1236,0.49,1005,83.74,https://magiceden.io/item-details/DpBFLr7JVH1gaijXn9hgi9psvCXCpAJyvFtYsyJPjqGh
1250,0.11,1925,76.5,https://magiceden.io/item-details/DKtkaLUUgSEsgE3nVZYL3dQmLqx98sT2U4uQX3rd5nL7
1264,0.45,3165,58.23,https://magiceden.io/item-details/4rFoQvcQG343YBM9ek39rm2ZgSq5J7GZQtpWnMZZFReN
1265,0.19,860,88.48,https://magiceden.io/item-details/GnHnd8Kovv4dzE83pR6ZQvQeKL1tUyzAQUDjYEBdmxqL
1307,0.3,1594,78.58,https://magiceden.io/item-details/DfCoGUhhp1Kwwm7itqCbkeAA7w7VJzF9us5F2UJLvr76
1325,0.16,2533,68.71,https://magiceden.io/item-details/5WjtdvSKn2TLQsdEdtnzSFsUTKHu5E6Wr51FgVxWFKUe
1343,0.175,1843,76.84,https://magiceden.io/item-details/5krZkZwSKVuWurtTTx9JthJPia5aHmG14nd7dqBtp5hU
1348,0.35,406,92.33,https://magiceden.io/item-details/G1zKYEifd51z3F7t1nkh15rc1FNK1dE17ytgXsFRZMxx
1378,0.249,2756,65.14,https://magiceden.io/item-details/5JuQZA6VMW32ycFgwNE2kB5UbdWxqvXtMqEcr7ZBtSNh
1386,0.4,952,85.28,https://magiceden.io/item-details/7NrJk4pzyDSZHPvTSBx8HGCfusKA6AmsNSF6VQqpP8iE
1390,0.45,2718,63.59,https://magiceden.io/item-details/5XqJDiZjpGbfHxvkcQbEZiYsfM8uykxGkAkHYaf4mTw4
1392,0.45,2809,62.5,https://magiceden.io/item-details/8QwsCCN1wb3mSKwCfcXK78GCg6DWXzhGua6QU61QnBkH
1396,0.4,184,94.49,https://magiceden.io/item-details/7DLqaGW5Z36mNyM469FkmvHxCkFHDYqgeVVftiojGGMW
1399,0.4,3099,59.52,https://magiceden.io/item-details/Dzhexfs8wZeK2hbxbLqUjvta7ejLrwY4baTZH5V7thbE
1419,0.42,1076,83.59,https://magiceden.io/item-details/3nZ31cegKK3Q1RQrUrTxr9AzzeWqaMuvDa7K1Rtw76Rn
1428,0.69,642,86.1,https://magiceden.io/item-details/EhPvEsTx9M2VSH42B54ZuYJPHZtPMpafsUJW7d8vRkbw
1446,0.15,869,88.77,https://magiceden.io/item-details/AvKXdxymXEppnTT6NiY7F3VJm3ch7HiqL6mSC32KGDKp
1448,0.19,2384,70.2,https://magiceden.io/item-details/GyLGUanyKub5BP5QhKGCoKMqM5opebUmthDxw2gRTDvi
1475,0.6,386,90.07,https://magiceden.io/item-details/6JJNBaeNa3Sk8KvyiCBND63jR2oVSW8ZH7D3u6xtA74n
1503,0.35,2054,72.56,https://magiceden.io/item-details/9sjuULRVG3oijwpvePGBZnVJVacsYfZdtQQGK9gFpqX6
1509,0.2,1326,82.79,https://magiceden.io/item-details/8qjNfg8SKvjzpdTs4WqPu8YpCeLiQs9r76umSJQGEr8E
1528,0.55,1357,78.92,https://magiceden.io/item-details/j3f3brFkBiwhCEzQHkWF4QzDYbvt9ExiP5po8q7ZYTd
1530,0.21,1287,83.16,https://magiceden.io/item-details/6jPAfbNvZZjdoaqNd1DxDJHKuAdy5F5RsGpr4rCo67hB
1551,0.19,1561,80.07,https://magiceden.io/item-details/4NUxjw3vAmfuLpRpEkqjEW5YkA7E4W16F7KcX8K1mktQ
1563,0.29,2191,71.51,https://magiceden.io/item-details/oQABrAkDfG44U68unjhEDu4aPgwF2rtNYAe5rzpxLgb
1573,0.4,675,88.6,https://magiceden.io/item-details/DT5vP1uKqjRcA3vAiR2L2RgagdURS3qhAERHC7vuW3ec
1574,0.245,1851,76.04,https://magiceden.io/item-details/EkN1xpF6RUujeBbJKgZmgDs6YpKa9TtoVKANVPGFYf2Y
1603,0.4,291,93.21,https://magiceden.io/item-details/9d45HapWFEhMsimremujqAbSEAquFzntPfiwjAV2CPan
1614,0.6,243,91.78,https://magiceden.io/item-details/J8wcTFCRrbMmDcmNMe8gvTKTtrnce3pHVAThagn3qz6n
1653,0.5,258,92.6,https://magiceden.io/item-details/5Zy39FJEEkEV9KjoC7TmZYzuAj5TZUQChYiTvVuKgkY1
1656,0.6,1697,74.34,https://magiceden.io/item-details/HFwjcyiPwdqrxKkSaLPixVHEJNb1icMYwJvxSbwHVjqh
1665,0.15,917,88.2,https://magiceden.io/item-details/8QK17m5qTfnfSCbVsYwXLJEp714Y83gs4UUbheepWv2B
1700,0.4,940,85.42,https://magiceden.io/item-details/ADeVKHUhoGsun2KHo4xnb3KzmP1rU2aGV2xsYSXqdp8F
1718,0.49999999,1874,73.22,https://magiceden.io/item-details/DzxAEpyxCTfRN3Jx3VBGCT9mY9gtF1xeHqa4TkRBh4qN
1740,0.55,2350,67.01,https://magiceden.io/item-details/EVPAzKX4CvcCV3sEos2CS9vGGeCSuFSJcrnFcwuVC2Z2
1743,0.5,1550,77.1,https://magiceden.io/item-details/6KDrhCWzRA9AugmF3JkWP1p9bgbiGLXHNX6tyDXoCR1k
1747,0.6,459,89.19,https://magiceden.io/item-details/7g75ypQePya7F2JtBCm791u1uaCSPVgtRcPRsMzkc9Pf
1763,0.6,58,94,https://magiceden.io/item-details/81stqXmZHjKtmouKTbVeYnpWdeqz5xKJUFgipbyJTpUW
1764,0.5,2508,65.61,https://magiceden.io/item-details/BjLHTjwFMAEAvurzy7sjJuXwSo3keRRbovbZgQ3MzaCp
1772,0.45,811,86.47,https://magiceden.io/item-details/BzusDpsbgR9ZyDGSFhcRTLRzfic4ocCRNCuR4AdKCaXJ
1789,0.6,929,83.55,https://magiceden.io/item-details/3tRunXFcuixAgtiLFXBSscPAd9f9Dguarq8WbJCNvs1P
1797,0.4,1738,75.85,https://magiceden.io/item-details/315Xo91u5RTtEcfychcywW3sLEmJGzR5iaJJ4HKSQ8WF
1806,0.6,808,85.01,https://magiceden.io/item-details/AJFqES2KVVpppJBX2YBBP3rt7CtXXxtPdYSneZ1X8qdJ
1808,0.19,1273,83.53,https://magiceden.io/item-details/FKyKkNncAh3jijas8qCzfvteSEWXjRqTZdroo2BA41Pn
1810,0.7,1618,74.29,https://magiceden.io/item-details/4Xv27MyvaYC5sap7SW3ZVX4aoTStLTUMDtbpjBUMowWp
1834,0.4,2636,65.07,https://magiceden.io/item-details/E3B24FMNy26PcGXRbu64N95ZdjVcS65aa9QcXVdahHTJ
1839,0.45,1031,83.83,https://magiceden.io/item-details/CT37snh3S4hCoBqrLBycSZ64q89Xmxcg34wVyzJYm88n
1846,0.2,697,90.34,https://magiceden.io/item-details/7iGFgzxV7SJAqbkmUjHABVJv1RNyd5GRxHA3kf1Xywm3
1856,0.55,2049,70.62,https://magiceden.io/item-details/HRU7enmq33wGhACTn8qpSLgipR8rq2utHUzPpA7Com6N
1875,0.5,2777,62.38,https://magiceden.io/item-details/BGMKr4LDH3jQitkXZ7q15hJp5NNLNuYcuWPJijSxWkUu
1878,0.45,2570,65.37,https://magiceden.io/item-details/H8DsDCAJ7brwMqHLnARPSYt6NxbCFoEyLZUTs6nYcMbP
1882,0.5,1714,75.14,https://magiceden.io/item-details/ALHBM7riJjNrUSNKT6aqyXBioCa94yyMK2RTscW6D5Sn
1899,0.55,1078,82.27,https://magiceden.io/item-details/Cch3J3FgJ2cm5xWCeWuPbBF7M498n4bK3PF7y4TvKSRK
1916,0.35,2222,70.54,https://magiceden.io/item-details/6L4jj4eXyxME4StVk5d3Ko5MXqHkdNgmt6vYkmngXBQS
1963,0.5,1372,79.24,https://magiceden.io/item-details/9eDQmRiFNcgYRCoYca1YwSEdGRbyGPFK2URtxwvevpnu
1984,0.14,2031,74.93,https://magiceden.io/item-details/DhxY7Ysg5YHRQQgMycfQPYsdWa1pG5jv2ChHURBM44CJ
2001,0.169,2468,69.4,https://magiceden.io/item-details/FQCNV9u7deBtNXnQnZGGjiVQRGHiuTwonpqeF5jqdgjk
2027,0.25,2102,72.98,https://magiceden.io/item-details/3AMPvncBG6kEJhJzL87Yj2AFZCaMkgPVZWNM269DiwYV
2037,0.5,1615,76.32,https://magiceden.io/item-details/7i6Tr8hBxs7XVhEctQEr3RoGvzHwMYdxiyQyk9Cv9JHr
2062,0.2,2165,72.73,https://magiceden.io/item-details/FvPBpDqNGpZvqcDFBhYdWikGoZoQDbZnXZtFdQQnUfSN
2064,0.55,1624,75.72,https://magiceden.io/item-details/rdLbs4MBbk9PgcVpRD3if1BfLFHddbWmKf6hGekjD5D
2072,0.23,989,86.53,https://magiceden.io/item-details/6Tz5APYNNBuThoZnE5VvAoWbNVBiuq2QHKR79rWZNdZy
2076,0.176,1077,86.02,https://magiceden.io/item-details/EXDjiA5EvusvyNAd7F1MMz3sum9gsstgE2AJTmJZ9zi3
2092,0.17,927,87.88,https://magiceden.io/item-details/H6L8795vzvqizookHXfvzQdMKnFuvLR6NXU21miCRfnK
2099,0.45,2752,63.18,https://magiceden.io/item-details/HUULySbwGMM9ZgeMgXmjTQD1uRKQaq6JZCRkbXRVgiBe
2108,0.14,1940,76.02,https://magiceden.io/item-details/9uqqLgr88PHKv3EN3meroZZdqJZV7ubrReMNs993b9fc
2114,0.4,2402,67.88,https://magiceden.io/item-details/XVZyAJsdcFM3aK4ofEpRgxHNgWaGRvK4LLYFhVgb2qC
2119,0.25,2344,70.08,https://magiceden.io/item-details/G9bVyqfz2heLcwYzcNMDwVix8GN1nsGp9aopnAKYShvZ
2121,0.25,2194,71.88,https://magiceden.io/item-details/54Uvh694waCspP6g4LhEi8pKADdmHkBQHTzr49NVjT8u
2137,0.44,2378,67.77,https://magiceden.io/item-details/5fDHrWhGzhVNFKdycobBhjY47po34yovxpjcZBdYsoXB
2157,0.45,3330,56.25,https://magiceden.io/item-details/HZUVTwN4QVZ1bMJgoQawzTnVjKpMTbAUPSiNpqU5nmfM
2164,0.45,499,90.21,https://magiceden.io/item-details/BUhw8y3bdJJVhSf4JNnGZxeqTAvnDU5kGZBdNVCP62nM
2167,0.4,2249,69.72,https://magiceden.io/item-details/6eP6nt3ycPfYViheQADqWFhqxwfYJexavDpZ8YrjmgPb
2173,0.09,1313,84.05,https://magiceden.io/item-details/BxvnikFDGMJLSp9JqxTNaS2Qg65PnYaXxxXdBogRZKp6
2178,0.082,1736,79.05,https://magiceden.io/item-details/By9MRL8kUFgLioCX8GejnWVSVcnSVm1hUASkw4aGB8Rc
2189,0.57,1985,71.18,https://magiceden.io/item-details/2KKYN2PG5qUaC7DwvkBguDZzGFhT9PHxt7htZJfWQhXV
2234,0.55,1378,78.67,https://magiceden.io/item-details/9z4Pb6Z8kiSohdgV1sjeMpvSZPCGMzqphjbV9RzyTFcf
2242,0.15,2637,67.56,https://magiceden.io/item-details/6nTukUZLHoq8M4GHceR2ca3yGrQpNJfinWoA3YhN9i65
2248,0.16,889,88.43,https://magiceden.io/item-details/8zKFAB7C2mv3TyNMpLQyyy1UHbkAvpGAsnLfdgxf2D7y
2249,0.18,2658,67.01,https://magiceden.io/item-details/4jYZNeNmoLQToPDaXpSLVwT4afciJX9gEuTjhnhr7w89
2295,0.42,2264,69.34,https://magiceden.io/item-details/2GwnjKaLGyJNt5yzMK39tMrTz6V2grSvSG4tLjHxdjMj
2314,0.45,3269,56.98,https://magiceden.io/item-details/3qzT2dAAvAP9Sz7VCynY95LPpBkw1xgZE4THpkMTBcyG
2348,0.5,806,86.03,https://magiceden.io/item-details/J3VaMK7T7FFatc1xpwPbosa1qy1wjkMhyMu1Pax6rK4R
2351,0.4,2748,63.73,https://magiceden.io/item-details/141K7TGQkiVVs4qvJdynAdLDFzdGeCUXBKvgW9drjhqx
2360,0.45,1961,72.67,https://magiceden.io/item-details/CVxsDNJo1vpgpNSqr8f9qzsiNTx36cyW7K7Q9x7gu28E
2367,0.09,1248,84.83,https://magiceden.io/item-details/EpH8L2h1nEd3DuHSNu1DSvnKdGUdXfNPmyXAbEdr2HfK
2392,0.3,2978,61.97,https://magiceden.io/item-details/EDKM5mCkSg2ALLnoNga4mkmTMBC8o1jJjtzC6vT3RVqL
2406,0.45,3079,59.26,https://magiceden.io/item-details/36cK44ecVJ1jvuK7hgGRVYu6iq7G2oCuzz9LufbESJoH
2417,0.2,540,92.22,https://magiceden.io/item-details/8Nfy7jrMKaSRoa8zn7W5J7Lq4fVsdHuzYMJxpvofPX2
2427,0.2,2872,64.24,https://magiceden.io/item-details/AtBbBKrUwtE6BLdk8giuYQLVZwBitfgcxTpEP46hiahB
2436,0.35,829,87.25,https://magiceden.io/item-details/HWkZSomBtjn9XeNAQuXgtCnChES1cUjfCyLfpjDZ6Byr
2446,0.5,2811,61.97,https://magiceden.io/item-details/8pHVc5hbvB8WjzhxMehcXkCXBm5h5cv2jiJAfCMHcjpq
2456,0.4,2673,64.63,https://magiceden.io/item-details/4AURvGEtgKtR8ZggkosDhg826XLMo5TrZ8H7TY5AMFUv
2502,0.4,699,88.31,https://magiceden.io/item-details/2bJnfVMsWzgsQCpqkdMhawLfiVGCHyvjyVxZ4b2b8m72
2546,0.45,2857,61.92,https://magiceden.io/item-details/DguSMp1osfChNz6H9Dd8QCAy8uTniY4uRXtPPVZhadUe
2547,0.09,3151,62,https://magiceden.io/item-details/EJjoJtY4aV9UikHPHsYbKZUorHwJnVA2ApFYfUTZTkbP
2594,0.45,1662,76.26,https://magiceden.io/item-details/F9skheGXzo4UADnhMvQiHBqGmTyuEU6L9EKUCmDrEPHk
2599,0.08,1323,84.03,https://magiceden.io/item-details/APLPyVL1CwaB24zmEk28CVu2Byy7GZqhsSATzGw6ZspZ
2655,0.7,1970,70.06,https://magiceden.io/item-details/3L8KR1YuiKz2Kef5M7d1AYYdXjeEZGZ9St61y7rE2nFZ
2665,0.5,2059,71,https://magiceden.io/item-details/9ZgCnnVat9Rc2yo1JKL76zrnfTnnwkRWwJhbu4j16zg
2666,0.45,1977,72.48,https://magiceden.io/item-details/BpG9V7oopYfsfwgzp868qLzRV4KwAQFafi6UJcmcoGVP
2669,0.09,1259,84.7,https://magiceden.io/item-details/HC5gE3r2hKPqmP13MTQLAWqRdS3f1ZT4EXWuA2b38Bh
2673,0.5,1398,78.93,https://magiceden.io/item-details/47k4Ywr7pRwGsxtb7Uab5RuU4seYwCqRunb8SoKKLTHG
2714,0.49,603,88.57,https://magiceden.io/item-details/GaRphZUQVCVYWfwWrxTkjQennJF4R3FvtW9i5z6ipB12
2741,0.5,2376,67.19,https://magiceden.io/item-details/9bf3PRYfLiNKwQkK3umJnWhHTVNFkJFsSXb4WLZdrsja
2777,0.289,1991,73.92,https://magiceden.io/item-details/G5eKLFjoVVzJaubNP5Qim2wRvhPbFqznnFhqkjbiFyLF
2808,0.5,2163,69.75,https://magiceden.io/item-details/D7TScNf1jhTHFkTyLoz1roWV6CdLJUs3gv89x3Hk124L
2839,0.38,481,91.13,https://magiceden.io/item-details/Er1XGEc7dPyj1m5HDWpzAp6jfManfZAdLVvinbi6GuBA
2861,0.249,2195,71.88,https://magiceden.io/item-details/DvUN7pBUe7v3oDfMGHjJf4LzF1XQfdZEiDXRYmunBWhk
2912,0.25,2848,64.03,https://magiceden.io/item-details/DpNu51LsyMZxQvSq95m7GJGUKHaZfdmD6BLvXqb2T8tH
2933,0.3,413,92.74,https://magiceden.io/item-details/9BFSaKzjkxFomp2CnWs2rsMaWrWUjwPhF63AJz9LhgF3
2945,0.32,2631,65.93,https://magiceden.io/item-details/BFM77azKQF6ZihEitGvr5Z3UZRByCWZLGUmpRhqnANCt
2955,0.45,488,90.35,https://magiceden.io/item-details/GecaUYQ9xG975xSVpqo4Q9fG6Z5JZ5tQwz18sJ2S3d1b
2961,0.45,820,86.36,https://magiceden.io/item-details/9FCwGe2Vm1qAhHwVofSYr6tpWtm8FtMnFcq4ddkkdcbV
2975,0.18,1244,83.97,https://magiceden.io/item-details/F3daZSgYxKKnr8zTQ7FQUNM5zCMSFvkb6gYvz43j99Zo
2977,0.45,1400,79.4,https://magiceden.io/item-details/6VBF65HRckpceqH7pFFoHCgcSFT6vV7fovjPCuqbwbLs
