id,price,moonRank,💎 score (%),storeURL
196,0.25,423,74.68,https://magiceden.io/item-details/3zBra1Rmzt5obBQok7nNpeQgYCUQcwawNCKikpKXHTZY
232,0.02,2,99.89,https://magiceden.io/item-details/HFcvbtBMiDuQ1Mkot4Hhjh7sjyt3fdmsxNtp9AER8jD5
244,0.1,247,85.76,https://magiceden.io/item-details/DgydSX1wFa7vqGH5hsYVJ25Vi7Snr1q2X6qdJK8UGSZn
246,0.1499,442,74.65,https://magiceden.io/item-details/G9Zyq2pDjJ3Wfbuu3J7ViXS7Xe49oZ7844MkbdjJ6aid
252,0.09999,159,90.55,https://magiceden.io/item-details/3XnHWxoxSJ4F6qxrhhFeYaXhjCXjVmjqwAeCbVbmn2vf
255,0.08,540,70.01,https://magiceden.io/item-details/9XjhKsEGSeWZxCzgtCKmAZgPiuy4PqCeZtivfYGwSkNW
260,0.4,395,74.7,https://magiceden.io/item-details/48VvcipMSqqXK7Fq1JUTHVwGHvkSMqN8rBi4LMpkJraq
271,0.02,568,69.09,https://magiceden.io/item-details/CbewiLWugVFd6UGA5k1Htd4NwusUm1oaUQhm57qY8Z7m
297,0.02,348,81.06,https://magiceden.io/item-details/FTj11aHeZEEm3CR3iZbRqTQcEnQDwjcV8VLKE6GZbfu4
308,0.04,212,88.26,https://magiceden.io/item-details/3q3x18rk75wyVVcrYcyydhzTAMiG7dBJT8GquEy74AeN
329,0.5,269,80.56,https://magiceden.io/item-details/58hd5MyJJKvHLYx9GZ39TzeBuXGXAEuohtuKkMFah7fp
382,0.1,262,84.94,https://magiceden.io/item-details/AhCE6vka1WsShaAQBij27Vchq1GkGQzTDepmyoNxXuEF
384,0.035,493,73.02,https://magiceden.io/item-details/FWo6k2Ku1asejKpUg8RUe52ot6AWjP9FGnjCQ61XG8HA
385,0.1,36,97.24,https://magiceden.io/item-details/6UUhMuJBxBeCSHDtiQvv6CYVoQ3YEcMPtP4hLAvRERgc
387,0.1,70,95.39,https://magiceden.io/item-details/GTfyKWu8tJUiPWikHq8r1X7NRrnus7qyqEntPM1Kf4vr
393,0.05,735,59.7,https://magiceden.io/item-details/ChDAdjwouCL4SwjsU6qhwPj2zSMgx43bmx1UWM91Np8K
395,0.08,324,81.77,https://magiceden.io/item-details/DRfuhqYCvL22chi1iXnm9cBMfMNeJjk4ibcX4Y87QxuV
414,0.03,606,66.92,https://magiceden.io/item-details/BRkBtvfNDjyhaj5LWw6aiiZQzKHTCuBbfJ2w4F6C29wt
421,0.1,676,62.41,https://magiceden.io/item-details/419Y3v6KFqubKLqUYwDozjn2UuCG8QGCiHjr8T8nUi6q
425,0.2,334,80.02,https://magiceden.io/item-details/7EiYX8TZdh6DG1rmuK9Jj1QYyQQFUyodEh19Cm3MR85h
428,0.04,368,79.77,https://magiceden.io/item-details/Da9STVb1hy2BBjegsoxPVyawkuaUxg66EUyJDWzE7vPx
437,0.09999,319,81.84,https://magiceden.io/item-details/2E53w91jaMfK2tv63db9vYa1FATAupDizRCFPUCBW75K
448,0.04,133,92.56,https://magiceden.io/item-details/GQWQgxJhTNA3FiLBwbq3q8p9jWLq6XBv3u77sFKmKpKN
481,0.025,214,88.3,https://magiceden.io/item-details/BJRhPgSsdh81g4KvwqJ477puzhbPefcqXY3u9v7gEAKG
488,0.03,453,75.25,https://magiceden.io/item-details/7CRRhdBhWS2mcEbFsEVWFyEMznQN2iVM9kYDdwyxxj7m
513,0.03,703,61.64,https://magiceden.io/item-details/6CF6JgqWtGiAyNAWmrQWitTMj8hNyg2QbJxbW514GhXu
525,0.03,584,68.12,https://magiceden.io/item-details/AsbkqmbFApFBQpcqXCb35SUe2RY2ccA6G7TfSrJ9khbZ
527,0.03,704,61.59,https://magiceden.io/item-details/DVY3JnLp5CxNVZbnFPREd1t9EFKGBYuBKzNzeZdmsVx7
549,0.2,259,84.1,https://magiceden.io/item-details/2joTBxvR49oFj8cvBZnhhqYr9PHxFmSBrXjVMZ6k3QjJ
614,0.07,586,67.61,https://magiceden.io/item-details/EoEQjgeQBQECHWPyoCQwFm3MkLoy65x3PFsyPjJypgFh
623,0.15,383,77.86,https://magiceden.io/item-details/4XvCGKdCeCRX6A1dYyAuEVyY17DEDTVyATPo9X1EzuX8
632,0.08,479,73.33,https://magiceden.io/item-details/CCq5Kvm1QqCz4CccRv5XGtcZJngFzy8s2ALa9XWAUzz7
672,0.24956,39,95.58,https://magiceden.io/item-details/2yZBsxLsDEZK7V1aXyWutW8YQxK4SGTVmKiTTpZDyM3L
676,0.097,413,76.75,https://magiceden.io/item-details/58mU7nMwRd3RcwjwsQnZ72WEyjUW3Ktb96e1CtpTXuW6
707,0.17,420,75.64,https://magiceden.io/item-details/6KDxRw61znvkEwMAVEhSSYzxydjnb9Ag4kLFMRjfPruZ
716,0.05,656,64,https://magiceden.io/item-details/BFGm6DKyx7vocDX4fhMG8xipCtami6dmzsyHZwBtj1Cs
724,0.08,691,61.79,https://magiceden.io/item-details/AZrJmTXD8qxKsoChVovdbp3jWtXcJqvkZqWvDzjgWN47
727,0.08,146,91.45,https://magiceden.io/item-details/6w7kewkjoFiF2y6PdkCiTgGyTAhfYazU6E36dug4Rsid
744,0.025,46,97.45,https://magiceden.io/item-details/74erb7AGaKgnVrtGjQQGPgEc77yGmHiSbeCwgXfA3u4c
745,0.25,12,97.05,https://magiceden.io/item-details/6oGSjULLzQ4GQZty4MPmaCXstDrM3n9JR5RKyh9W7rHR
766,0.099,639,64.43,https://magiceden.io/item-details/GQorf5naw3tvFxSzMt9HTVDyz1VqDttVSBvikkuKMD4a
